unique_id,position_title,department,base_salary,gender,employment_status,hire_date,job_date
10200,CARPENTER,General Services Department,39208,Male,Active,2001-03-12,2001-03-12
10210,SENIOR POLICE OFFICER,Houston Police Department-HPD,61643,Male,Active,2001-12-03,2014-04-12
10220,INFRASTRUCTURE ASSESSMENT TECHNICIAN II,Public Works & Engineering-PWE,41683,Male,Active,1993-04-07,2014-02-01
10230,ADMINISTRATIVE SPECIALIST,Admn. & Regulatory Affairs,47585,Female,Active,1995-07-10,2015-02-28
10240,EQUIPMENT WORKER,Parks & Recreation,30347,Male,Active,2009-04-06,2015-02-14
10250,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Female,Active,1991-08-05,2004-01-31
10260,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1989-12-11,2011-09-03
10270,POLICE OFFICER,Houston Police Department-HPD,55453,Male,Active,2006-01-23,2010-06-22
10280,POLICE SERGEANT,Houston Police Department-HPD,,Female,Active,1985-07-22,2016-05-21
10290,SENIOR LEGAL TITLE EXAMINER,Housing and Community Devp.,64834,Female,Active,1990-12-03,2004-10-02
10300,SENIOR CAPTAIN,Houston Fire Department (HFD),78355,Male,Active,1984-01-23,2013-10-28
10310,ASSISTANT DIRECTOR (EXECUTIVE LEVEL),Health & Human Services,120799,Male,Active,2008-04-07,2014-07-19
10320,POLICE OFFICER,Houston Police Department-HPD,43443,Male,Active,2015-02-02,2016-02-02
10330,RECREATION SPECIALIST,Parks & Recreation,28766,Male,Active,2015-03-02,2016-04-09
10340,DISTRICT CHIEF,Houston Fire Department (HFD),89590,Male,Active,1994-11-07,2014-02-26
10350,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Female,Active,1995-06-19,2007-12-29
10360,SENIOR CAPTAIN,Houston Fire Department (HFD),74270,Male,Active,2000-11-27,2013-09-03
10370,FIRE FIGHTER,Houston Fire Department (HFD),57815,Male,Active,2001-10-30,2002-11-09
10380,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1997-08-25,2013-01-05
10390,POLICE OFFICER,Houston Police Department-HPD,55461,Female,Active,2006-06-26,2008-02-09
10400,PARTY CHIEF,Public Works & Engineering-PWE,53435,Male,Active,2006-01-31,2013-01-05
10410,COMMUNITY LIAISON,Health & Human Services,49379,Female,Active,2003-11-05,2006-11-18
10420,ELECTRICIAN,Public Works & Engineering-PWE,48776,Male,Active,1993-04-20,1993-04-20
10430,POLICE LIEUTENANT,Houston Police Department-HPD,91181,Male,Active,1998-02-23,2009-03-05
10440,DISTRICT CHIEF,Houston Fire Department (HFD),89590,Male,Active,1996-11-18,2015-08-10
10450,CAPTAIN,Houston Fire Department (HFD),70181,Male,Active,1993-01-04,2005-04-09
10460,ENGINEER,Public Works & Engineering-PWE,78076,Male,Active,2008-06-30,2012-11-10
10470,CAPTAIN,Houston Fire Department (HFD),70181,Male,Active,1985-10-14,2003-11-08
10480,ASSISTANT ARSON INVESTIGATOR,Houston Fire Department (HFD),89590,Male,Active,1994-04-11,2014-07-16
10490,POLICE SERGEANT,Houston Police Department-HPD,81239,Male,Active,1993-11-08,2002-06-27
10500,FINANCIAL ANALYST IV,Housing and Community Devp.,70832,Female,Active,2010-04-05,2014-12-20
10510,MUNICIPAL COURTS SECURITY OFFICER,Municipal Courts Department,34320,Male,Active,2008-07-28,2008-07-28
10520,SENIOR REFUSE TRUCK DRIVER,Solid Waste Management,31803,Male,Active,2016-03-14,2016-03-14
10530,INVENTORY MANAGEMENT SUPERVISOR,Public Works & Engineering-PWE,40186,Male,Active,1994-02-28,2005-04-16
10540,GRADUATE ENGINEER,Public Works & Engineering-PWE,69493,Male,Active,2005-10-24,2005-10-24
10550,POLICE OFFICER,Houston Police Department-HPD,47650,Female,Active,2012-10-15,2013-10-15
10560,JUDGE OF MUNICIPAL COURTS,Municipal Courts Department,103756,Female,Active,2008-11-12,2011-04-16
10570,ENGINEER/OPERATOR,Houston Fire Department (HFD),62540,Male,Active,2003-11-10,2011-09-06
10580,FIRE FIGHTER,Houston Fire Department (HFD),,Male,Inactive,1979-08-27,2015-05-10
10590,CUSTODIAN,Parks & Recreation,26125,Female,Active,2014-06-30,2014-06-30
10600,COUNCIL ADMINISTRATIVE ASSISTANT EXE LEV,City Council,54000,Female,Active,2012-01-03,2012-01-03
10610,ENGINEER/OPERATOR,Houston Fire Department (HFD),61921,Male,Active,2006-09-11,2013-09-01
10620,SENIOR HUMAN RESOURCES SPECIALIST,Human Resources Dept.,58474,Male,Active,2014-08-11,2015-06-06
10630,JAIL ATTENDANT,Houston Police Department-HPD,35318,Female,Active,2008-09-29,2008-09-29
10640,FIELD SUPERVISOR,Public Works & Engineering-PWE,45989,Male,Active,2004-08-30,2015-08-29
10650,ADMINISTRATION MANAGER,Public Works & Engineering-PWE,70115,Male,Active,1993-08-02,2005-10-29
10660,STAFF ANALYST,Houston Police Department-HPD,74961,Female,Active,2009-08-22,2015-07-04
10670,SENIOR INSPECTOR,Public Works & Engineering-PWE,65853,Male,Active,1993-06-21,1997-04-12
10680,ASSISTANT DIRECTOR-PUBLIC WORKS (EXECUTI,Public Works & Engineering-PWE,146141,Female,Active,1998-07-20,2014-12-20
10690,POLICE TRAINEE,Houston Police Department-HPD,42000,Female,Active,2016-02-08,2016-02-08
10700,POLICE OFFICER,Houston Police Department-HPD,55461,Female,Active,2007-06-25,2008-06-25
10710,CUSTOMER SERVICE SECTION CHIEF,Admn. & Regulatory Affairs,57221,Female,Active,1993-12-28,2014-02-15
10720,POLICE OFFICER,Houston Police Department-HPD,55461,Male,Active,2008-02-04,2009-02-04
10730,SENIOR ASSISTANT CITY ATTORNEY II,Legal Department,142006,Male,Active,1986-03-24,1997-05-10
10740,POLICE OFFICER,Houston Police Department-HPD,45279,Male,Active,2013-06-10,2014-06-10
10750,FIRE FIGHTER,Houston Fire Department (HFD),43528,Male,Active,2014-09-27,2015-12-27
10760,POLICE OFFICER,Houston Police Department-HPD,55461,Male,Active,2007-08-13,2008-08-13
10770,ENGINEER/OPERATOR,Houston Fire Department (HFD),63166,Male,Active,1989-06-05,2001-09-01
10780,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,2004-03-15,2007-06-02
10790,"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170,Male,Active,2016-01-04,2016-04-07
10800,STAFF ANALYST,Houston Airport System (HAS),80791,Female,Active,2005-11-23,2013-12-03
10810,PROJECT TECHNICIAN IV,Public Works & Engineering-PWE,50586,Male,Active,2014-05-12,2014-05-12
10820,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1996-05-28,2008-11-29
10830,SURVEILLANCE INVESTIGATOR-EPIDEMIOLOGY,Health & Human Services,43909,Female,Active,2006-10-03,2006-10-03
10840,POLICE OFFICER,Houston Police Department-HPD,43443,Male,Active,2015-02-02,2016-02-02
10850,"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170,Male,Active,2015-06-22,2015-09-24
10860,CUSTOMER SERVICE CLERK,Houston Police Department-HPD,27872,Female,Active,2002-10-16,2005-09-24
10870,PROJECT MANAGER,Houston Airport System (HAS),67671,Female,Active,2009-07-20,2011-07-01
10880,HEAD LIFEGUARD,Parks & Recreation,,Female,Active,2016-05-21,2016-05-21
10890,CUSTOMER SERVICE REPRESENTATIVE III,Public Works & Engineering-PWE,45490,Female,Active,1979-08-17,1997-08-16
10900,PLANNER IV,Planning & Development,65402,Female,Active,2007-10-25,2016-04-23
10910,SUPERVISING ENGINEER,Public Works & Engineering-PWE,102297,Male,Active,2008-10-20,2012-11-24
10920,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Female,Active,1993-11-08,2006-06-03
10930,AIRPORT OPERATIONS ASSISTANT,Houston Airport System (HAS),37669,Male,Active,2004-09-07,2004-09-07
10940,POLICE SERGEANT,Houston Police Department-HPD,,Female,Active,1987-07-20,2011-11-08
10950,POLICE OFFICER,Houston Police Department-HPD,47650,Female,Active,2013-02-04,2014-02-04
10960,AIRPORT SECURITY INVESTIGATOR,Houston Airport System (HAS),61589,Male,Active,2004-09-01,2013-08-03
10970,FIRE FIGHTER,Houston Fire Department (HFD),55437,Male,Active,2002-05-20,2003-05-24
10980,MECHANIC I,Fleet Management Department,32406,Male,Active,2010-08-09,2012-02-04
10990,LIBRARIAN III,Library,59748,Male,Active,2007-04-09,
11000,FIRE FIGHTER TRAINEE,Houston Fire Department (HFD),28024,Male,Active,2015-10-26,2015-10-26
11010,SUPERVISING ENGINEER,Houston Airport System (HAS),103686,Male,Active,2014-02-24,2014-02-24
11020,FIRE FIGHTER TRAINEE,Houston Fire Department (HFD),28024,Male,Active,2016-03-28,2016-03-28
11030,SENIOR CAPTAIN,Houston Fire Department (HFD),78355,Male,Active,1996-04-22,2013-11-11
11040,POLICE OFFICER,Houston Police Department-HPD,60347,Male,Active,2002-12-02,2003-12-02
11050,POLICE SERGEANT,Houston Police Department-HPD,81239,Male,Active,1986-01-16,1990-03-17
11060,FIELD SUPERVISOR,Public Works & Engineering-PWE,49109,Male,Active,1978-09-07,2005-02-19
11070,SENIOR INSPECTOR,Public Works & Engineering-PWE,66560,Male,Active,1998-01-05,2002-02-23
11080,CUSTOMER SERVICE REPRESENTATIVE III,Public Works & Engineering-PWE,42453,Female,Active,1997-02-05,2004-02-21
11090,RECREATION SUPERVISOR,Parks & Recreation,35339,Female,Active,1999-02-27,2003-06-28
11100,POLICE TRAINEE,Houston Police Department-HPD,42000,Female,Active,2016-02-08,2016-02-08
11110,POLICE SERGEANT,Houston Police Department-HPD,81239,Male,Active,1993-02-01,2004-12-02
11120,BREASTFEEDING PEER COUNSELOR,Health & Human Services,28600,Female,Active,2015-11-09,2015-11-09
11130,POLICE SERGEANT,Houston Police Department-HPD,81239,Male,Active,1993-02-01,2015-05-28
11140,RECREATION ASSISTANT,Parks & Recreation,,Male,Active,2012-05-29,2013-03-02
11150,ENGINEER/OPERATOR,Houston Fire Department (HFD),62540,Male,Active,2004-03-15,2011-07-13
11160,POLICE OFFICER,Houston Police Department-HPD,60347,Male,Active,1998-08-31,1999-08-31
11170,CAPTAIN,Houston Fire Department (HFD),70181,Male,Active,1993-02-15,2009-04-01
11180,SENIOR SIDELOADER OPERATOR,Solid Waste Management,37898,Male,Active,1997-06-30,1999-05-22
11190,POLICE CAPTAIN,Houston Police Department-HPD,104455,Female,Active,1991-08-05,2011-10-05
11200,HUMAN SERVICE PROGRAM MANAGER,Health & Human Services,63785,Female,Active,2015-10-19,2015-10-19
11210,FIRE FIGHTER,Houston Fire Department (HFD),57815,Male,Active,2001-02-05,2002-02-16
11220,SEMI-SKILLED LABORER,Fleet Management Department,27622,Male,Active,1999-07-06,1999-12-25
11230,POLICE OFFICER,Houston Police Department-HPD,55461,Male,Active,2007-08-13,2008-08-13
11240,FIRE FIGHTER,Houston Fire Department (HFD),48190,Male,Active,2012-09-04,2013-12-04
11250,LABORER,Houston Airport System (HAS),26125,Female,Active,2005-02-21,2005-02-21
11260,COUNSELOR,Health & Human Services,47382,Female,Active,2014-09-29,2014-09-29
11270,ADMINISTRATIVE ASSISTANT,Houston Police Department-HPD,47278,Female,Active,1993-07-27,2000-12-23
11280,FIRE FIGHTER,Houston Fire Department (HFD),45791,Male,Active,2014-10-11,2016-01-11
11290,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1981-06-15,2002-01-05
11300,FIRE FIGHTER,Houston Fire Department (HFD),55437,Male,Active,2004-01-05,2005-01-14
11310,CUSTOMER SERVICE REPRESENTATIVE I,Municipal Courts Department,34133,Female,Active,2012-08-01,2015-05-09
11320,POLICE OFFICER,Houston Police Department-HPD,55461,Male,Active,2007-12-10,2008-12-10
11330,ADMINISTRATIVE SPECIALIST,Human Resources Dept.,50540,Male,Active,2009-05-26,2014-12-20
11340,CUSTOMER SERVICE REPRESENTATIVE II,Houston Fire Department (HFD),34902,Female,Active,1989-02-20,2011-10-17
11350,ASSISTANT FIRE CHIEF,Houston Fire Department (HFD),,Male,Inactive,1978-03-27,2013-09-14
11360,SEMI-SKILLED LABORER,Houston Airport System (HAS),33467,Female,Active,1998-03-09,1998-03-09
11370,POLICE OFFICER,Houston Police Department-HPD,52514,Male,Active,2010-03-29,2011-03-29
11380,POLICE OFFICER,Houston Police Department-HPD,55461,Male,Active,2007-03-19,2008-03-19
11390,POLICE OFFICER,Houston Police Department-HPD,55461,Male,Active,2007-03-19,2008-03-19
11400,SENIOR BUYER,Public Works & Engineering-PWE,47008,Female,Active,2006-08-21,2010-10-16
11410,SIDELOADER OPERATOR,Solid Waste Management,30410,Male,Active,2016-03-28,2016-03-28
11420,LABORATORY SUPERVISOR,Public Works & Engineering-PWE,74097,Male,Active,1988-10-24,2013-09-14
11430,FIRE FIGHTER,Houston Fire Department (HFD),45791,Male,Active,2014-02-15,2015-05-15
11440,SENIOR SIDELOADER OPERATOR,Solid Waste Management,35630,Male,Active,2014-04-28,2015-03-14
11450,STAFF ANALYST,Finance,79626,Female,Active,2008-03-31,2014-09-27
11460,FIRE FIGHTER,Houston Fire Department (HFD),52644,Male,Active,2007-01-02,2008-07-12
11470,ADMINISTRATIVE SPECIALIST,Public Works & Engineering-PWE,43888,Female,Active,2015-08-31,2015-08-31
11480,POLICE OFFICER,Houston Police Department-HPD,45279,Male,Active,2013-10-14,2014-10-14
11490,POLICE TELECOMMUNICATOR,Houston Emergency Center (HEC),35464,Female,Active,2014-03-31,2014-03-31
11500,"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170,Male,Active,2015-04-27,2015-07-30
11510,SENIOR POLICE OFFICER,Houston Police Department-HPD,,Male,Active,1976-11-22,2002-06-08
11520,REAL ESTATE MANAGER,Public Works & Engineering-PWE,97626,Male,Active,1994-12-08,2006-12-30
11530,"POLICE OFFICER,PROBATIONARY",Houston Police Department-HPD,42000,Male,Active,2015-10-12,2016-04-27
11540,FIELD SUPERVISOR,Parks & Recreation,36920,Male,Active,1998-04-01,2011-07-23
11550,ADMINISTRATIVE ASSISTANT,Houston Police Department-HPD,41704,Female,Active,1992-03-26,2013-06-22
11560,SENIOR CAPTAIN,Houston Fire Department (HFD),78355,Male,Active,1993-01-04,2010-03-10
11570,ADMINISTRATIVE SPECIALIST,Public Works & Engineering-PWE,57842,Female,Active,1982-01-04,1998-03-28
11580,AIRPORT SUPERVISOR,Houston Airport System (HAS),45698,Male,Active,2004-09-08,2014-12-20
11590,ENGINEER/OPERATOR,Houston Fire Department (HFD),62540,Male,Active,2004-03-15,2008-01-26
11600,POLICE OFFICER,Houston Police Department-HPD,45279,Female,Active,2013-06-10,2014-06-10
11610,STAFF ANALYST,Housing and Community Devp.,78853,Female,Active,2009-01-12,2011-07-09
11620,SENIOR LIBRARY ASSISTANT,Library,29994,Female,Active,2001-06-27,2003-05-17
11630,ENGINEER,Public Works & Engineering-PWE,71680,Female,Active,2008-10-06,2014-08-30
11640,ACCOUNTANT ASSOCIATE,Public Works & Engineering-PWE,35027,Female,Active,1990-01-16,2001-08-29
11650,ENGINEER/OPERATOR,Houston Fire Department (HFD),63166,Male,Active,1985-10-14,1993-03-27
11660,DEPUTY ASSISTANT DIRECTOR (EXECUTIVE LEV,Library,107763,Female,Active,1993-11-16,2014-03-15
11670,IRM MANAGER,Public Works & Engineering-PWE,124861,Male,Active,1999-12-20,2009-11-14
11680,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1982-12-27,2002-08-03
11690,CUSTOMER SERVICE REPRESENTATIVE II,Houston Fire Department (HFD),36400,Female,Active,2013-06-22,2013-06-22
11700,TECHNICAL HARDWARE ANALYST II,Public Works & Engineering-PWE,49587,Male,Active,2005-06-13,2012-09-29
11710,SENIOR CUSTOMER SERVICE CLERK,Health & Human Services,33654,Male,Active,2015-11-30,2015-11-30
11720,JAIL ATTENDANT,Houston Police Department-HPD,35318,Female,Active,2015-01-26,2015-01-26
11730,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1998-08-31,2013-08-31
11740,CUSTOMER SERVICE REPRESENTATIVE I,Municipal Courts Department,31595,Female,Active,2013-01-22,2013-08-31
11750,SENIOR UTILITY MECHANIC,Public Works & Engineering-PWE,38688,Male,Active,2006-08-28,2009-02-21
11760,SENIOR REAL ESTATE ANALYST,Public Works & Engineering-PWE,76085,Female,Active,2015-04-13,2015-04-13
11770,UTILITY WORKER,Public Works & Engineering-PWE,32864,Male,Active,2008-09-02,2011-07-02
11780,POLICE SERGEANT,Houston Police Department-HPD,,Male,Active,1981-06-15,1995-07-15
11790,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1997-08-25,2011-04-02
11800,SENIOR PROCUREMENT SPECIALIST,Finance,72500,Male,Active,2016-03-28,2016-03-28
11810,CAPTAIN,Houston Fire Department (HFD),66523,Male,Active,2004-01-05,2013-03-16
11820,POLICE OFFICER,Houston Police Department-HPD,60347,Male,Active,2006-01-23,2007-01-23
11830,COMMUNICATIONS SENIOR CAPTAIN,Houston Fire Department (HFD),78355,Female,Active,1993-10-11,2012-01-12
11840,SENIOR PUBLIC HEALTH EDUCATOR,Human Resources Dept.,43888,Male,Active,2014-03-11,2016-04-23
11850,"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170,Male,Active,2015-03-16,2015-10-29
11860,POLICE OFFICER,Houston Police Department-HPD,60347,Female,Active,2006-01-23,2007-01-23
11870,POLICE LIEUTENANT,Houston Police Department-HPD,91181,Male,Active,1980-12-08,1989-08-12
11880,ADMINISTRATIVE ASSOCIATE,Admn. & Regulatory Affairs,37710,Female,Active,2001-06-01,2012-06-23
11890,SENIOR LIBRARY SERVICE SPECIALIST,Library,38563,Female,Active,2015-10-05,2015-10-05
11900,COUNCIL ADMINISTRATIVE ASSISTANT (EXECUT,City Council,45000,Female,Active,2016-02-15,2016-02-15
11910,ADMINISTRATIVE ASSOCIATE,Houston Police Department-HPD,30618,Male,Active,2016-01-04,2016-01-04
11920,ENGINEER/OPERATOR,Houston Fire Department (HFD),63166,Male,Active,1990-04-02,1996-08-10
11930,CUSTOMER SERVICE CASHIER,Public Works & Engineering-PWE,30493,Female,Active,2015-07-20,2015-07-20
11940,FIRE FIGHTER,Houston Fire Department (HFD),48190,Male,Active,2012-04-16,2013-07-16
11950,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1991-08-05,2010-04-03
11960,PUBLIC WORKS MAINTENANCE MANAGER,Public Works & Engineering-PWE,92028,Female,Active,2013-06-24,2013-06-24
11970,TECHNICAL HARDWARE ANALYST I,Public Works & Engineering-PWE,44429,Male,Active,1996-09-05,2007-11-03
11980,SUPERINTENDENT,Parks & Recreation,72280,Male,Active,1994-03-21,2011-08-06
11990,UTILITY WORKER,Public Works & Engineering-PWE,40227,Male,Active,1993-03-24,2004-08-21
12000,POLICE SERGEANT,Houston Police Department-HPD,81239,Male,Active,1983-02-07,2008-03-22
12010,PLANT OPERATOR,Public Works & Engineering-PWE,39478,Male,Active,2005-02-07,2006-07-22
12020,FIRE FIGHTER,Houston Fire Department (HFD),55437,Male,Active,2004-03-22,2005-03-26
12030,TECHNICAL HARDWARE ANALYST II,Houston Information Tech Svcs,52333,Male,Active,2010-11-29,2014-01-18
12040,"POLICE OFFICER,PROBATIONARY",Houston Police Department-HPD,42000,Male,Active,2015-10-12,2016-04-27
12050,FINANCIAL ANALYST IV,Public Works & Engineering-PWE,80433,Female,Active,2005-01-25,2005-01-25
12060,SENIOR POLICE TELECOMMUNICATOR,Houston Police Department-HPD,52333,Female,Active,1990-03-22,2004-05-01
12070,POLICE SERGEANT,Houston Police Department-HPD,81239,Male,Active,1995-01-30,2004-12-16
12080,SURVEILLANCE INVESTIGATOR EPIDEMIOLOGY,Health & Human Services,41870,Male,Active,2013-06-24,2015-01-31
12090,ENGINEER OPERATOR,Houston Fire Department (HFD),,Male,Active,1986-03-03,2016-03-26
12100,SENIOR COMMUNICATIONS SPECIALIST,Library,57096,Female,Active,2001-06-04,2001-06-04
12110,ENGINEER/OPERATOR,Houston Fire Department (HFD),62540,Male,Active,2004-11-08,2013-09-24
12120,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1993-06-21,2006-06-03
12130,CODE ENFORCEMENT OFFICER I,Dept of Neighborhoods (DON),38210,Female,Active,2010-03-16,2013-09-14
12140,SENIOR HUMAN RESOURCES SPECIALIST,Houston Police Department-HPD,55378,Female,Active,1986-01-02,2015-03-28
12150,EQUIPMENT WORKER,Public Works & Engineering-PWE,30347,Female,Active,2016-02-29,2016-02-29
12160,LABORER,Houston Airport System (HAS),26125,Female,Active,2007-01-16,2007-01-16
12170,POLICE OFFICER,Houston Police Department-HPD,55461,Male,Active,2008-06-30,2009-06-30
12180,STAFF ANALYST,Public Works & Engineering-PWE,62400,Female,Active,2012-07-09,2015-01-31
12190,POLICE SERGEANT,Houston Police Department-HPD,77076,Male,Active,2001-06-04,2012-09-26
12200,CUSTODIAN,General Services Department,26125,Male,Active,2015-12-07,2015-12-07
12210,SENIOR COMMUNITY LIAISON,Houston Police Department-HPD,65416,Male,Active,2007-11-05,2007-11-05
12220,POLICE SERGEANT,Houston Police Department-HPD,,Male,Active,1979-04-23,1983-09-17
12230,FIRE FIGHTER,Houston Fire Department (HFD),51194,Male,Active,2008-06-16,2009-12-16
12240,SENIOR POLICE OFFICER,Houston Police Department-HPD,,Female,Active,1986-03-13,2006-09-09
12250,MANAGEMENT ANALYST III,Housing and Community Devp.,54332,Female,Active,2015-07-13,2015-07-13
12260,SENIOR REFUSE TRUCK DRIVER,Solid Waste Management,32968,Male,Active,2015-04-27,2015-04-27
12270,ENGINEER/OPERATOR,Houston Fire Department (HFD),62540,Male,Active,2003-09-02,2011-05-30
12280,UTILITY WORKER,Public Works & Engineering-PWE,31450,Male,Active,2014-10-20,2014-10-20
12290,SOLID WASTE SUPERVISOR,Solid Waste Management,57662,Male,Active,1990-10-01,2008-02-09
12300,POLICE OFFICER,Houston Police Department-HPD,55461,Female,Active,2008-10-06,2009-10-06
12310,FIRE FIGHTER,Houston Fire Department (HFD),43528,Male,Active,2014-03-29,2015-06-30
12320,ENGINEER/OPERATOR,Houston Fire Department (HFD),62540,Male,Active,2004-03-15,2012-08-30
12330,DEPUTY DIRECTOR-PUBLIC WORKS (EXECUTIVE,Public Works & Engineering-PWE,178331,Female,Active,1991-02-12,2005-05-14
12340,SENIOR CAPTAIN,Houston Fire Department (HFD),78355,Male,Active,1990-04-02,2006-02-25
12350,IRM MANAGER,Public Works & Engineering-PWE,104389,Male,Active,2003-03-24,2012-03-17
12360,ADMINISTRATIVE SPECIALIST,Dept of Neighborhoods (DON),52884,Female,Active,2003-03-12,2014-08-30
12370,FIRE FIGHTER,Houston Fire Department (HFD),57815,Male,Active,2001-10-30,2002-11-09
12380,MANAGEMENT ANALYST IV,Housing and Community Devp.,63832,Female,Active,2014-10-13,2014-10-13
12390,MANAGEMENT ANALYST IV,Houston Airport System (HAS),74420,Male,Active,2001-10-08,2001-10-08
12400,ADMINISTRATIVE AIDE,Houston Police Department-HPD,26229,Female,Active,2015-09-22,2015-09-22
12410,SYSTEMS SUPPORT ANALYST III,Legal Department,68016,Male,Active,2015-01-05,2015-01-05
12420,ENGINEER/OPERATOR,Houston Fire Department (HFD),61921,Male,Active,2007-12-03,2013-11-03
12430,FIRE FIGHTER,Houston Fire Department (HFD),51194,Male,Active,2009-04-20,2010-07-20
12440,SIDELOADER OPERATOR,Solid Waste Management,30410,Male,Active,2016-02-01,2016-02-01
12450,ADMINISTRATION MANAGER,Health & Human Services,90305,Male,Active,2006-07-24,2012-09-01
12460,POLICE OFFICER,Houston Police Department-HPD,55461,Male,Active,2009-03-09,2010-03-09
12470,SYSTEMS SUPPORT ANALYST II,Health & Human Services,54509,Female,Active,2013-04-01,2013-04-01
12480,POLICE SERGEANT,Houston Police Department-HPD,77076,Female,Active,2001-06-04,2013-03-06
12490,COMMUNICATIONS CAPTAIN,Houston Fire Department (HFD),66523,Male,Active,2003-04-21,2013-06-06
12500,SEMI-SKILLED LABORER,Public Works & Engineering-PWE,27352,Male,Active,2016-04-11,2016-04-11
12510,REAL ESTATE ANALYST,Public Works & Engineering-PWE,53173,Female,Active,2015-10-05,2015-10-05
12520,CAPTAIN,Houston Fire Department (HFD),,Male,Inactive,1977-12-19,2013-06-04
12530,9-1-1 TELECOMMUNICATOR,Houston Emergency Center (HEC),33405,Female,Active,2016-01-04,2016-01-04
12540,INSPECTOR,Houston Airport System (HAS),54080,Male,Active,2013-01-28,2013-01-28
12550,ADMINISTRATIVE SUPERVISOR,Planning & Development,57280,Male,Active,2007-07-09,2016-03-26
12560,POLICE SERGEANT,Houston Police Department-HPD,,Female,Active,1975-06-09,1984-03-17
12570,ADMINISTRATION MANAGER,Solid Waste Management,77966,Male,Active,1991-11-12,2011-11-12
12580,ENGINEER/OPERATOR,Houston Fire Department (HFD),62540,Male,Active,2001-10-30,2007-03-24
12590,FIRE FIGHTER TRAINEE,Houston Fire Department (HFD),28024,Male,Active,2016-03-14,2016-03-14
12600,POLICE SERGEANT,Houston Police Department-HPD,81239,Male,Active,1992-06-22,2004-02-18
12610,ENGINEER/OPERATOR,Houston Fire Department (HFD),62540,Male,Active,2003-03-24,2008-05-03
12620,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Female,Active,1982-08-09,2003-04-12
12630,INSPECTOR,Public Works & Engineering-PWE,54683,Male,Active,2003-06-09,2003-06-09
12640,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1991-08-05,2007-09-08
12650,SENIOR POLICE OFFICER,Houston Police Department-HPD,61643,Female,Active,2001-12-03,2014-01-04
12660,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Female,Active,1986-02-24,2008-02-09
12670,CUSTOMER SERVICE REPRESENTATIVE I,Admn. & Regulatory Affairs,34258,Female,Active,2007-04-04,
12680,ENGINEER/OPERATOR,Houston Fire Department (HFD),63166,Male,Active,1993-10-11,2003-12-06
12690,"POLICE OFFICER,PROBATIONARY",Houston Police Department-HPD,42000,Female,Active,2015-10-12,2016-04-27
12700,MECHANIC III,Fleet Management Department,44158,Male,Active,2014-08-18,2015-09-12
12710,WATER SERVICE INSPECTOR II,Public Works & Engineering-PWE,38251,Male,Active,2008-02-09,2014-09-27
12720,CUSTOMER SERVICE REPRESENTATIVE II,Public Works & Engineering-PWE,36837,Female,Active,2001-01-08,2007-05-19
12730,CUSTOMER SERVICE CLERK,Health & Human Services,30410,Female,Active,2015-03-30,2015-03-30
12740,INSPECTOR,Public Works & Engineering-PWE,51584,Male,Active,2013-04-15,2013-04-15
12750,INSPECTOR,Public Works & Engineering-PWE,57450,Male,Active,2001-08-28,2001-08-28
12760,TECHNICAL HARDWARE ANALYST III,Public Works & Engineering-PWE,57200,Male,Active,2008-03-31,2015-04-11
12770,ELECTRICIAN,Public Works & Engineering-PWE,44096,Female,Active,2012-12-10,2012-12-10
12780,POLICE OFFICER,Houston Police Department-HPD,60347,Male,Active,2003-06-09,2004-05-08
12790,MECHANIC III,Fleet Management Department,46010,Male,Active,2001-01-08,2004-02-07
12800,DISTRICT CHIEF,Houston Fire Department (HFD),89590,Male,Active,1982-11-15,2014-02-27
12810,POLICE OFFICER,Houston Police Department-HPD,55461,Male,Active,2009-01-20,2010-01-20
12820,COMMUNITY SERVICE INSPECTOR,Housing and Community Devp.,48776,Male,Active,2004-11-29,2010-08-07
12830,INSPECTOR,Public Works & Engineering-PWE,51085,Male,Active,2013-03-04,2013-08-17
12840,SENIOR AIRPORT COMMUNICATIONS OPERATOR,Houston Airport System (HAS),36587,Female,Active,2008-04-21,2011-07-23
